VIN Prefix,VIN Model Year,Vehicle Name,Make,Model-full,Vehicle Manufacturer,Technology,Model Year,Date Added,Date Updated,VIN_Key,Vehicle Category,Vehicle Use Case,Vehicle Class,,Last Refresh Date
WA1LAAGE,P,Audi e-tron,Audi,e-tron,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA1LAAGEP,Light-Duty (Class 1-2),SUV,"Class 2A: 6,001 - 8,500 lbs",,
WA1AABGE,P,Audi e-tron,Audi,e-tron,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA1AABGEP,Light-Duty (Class 1-2),SUV,"Class 2A: 6,001 - 8,500 lbs",,
WA1VAAGE,P,Audi e-tron,Audi,e-tron,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA1VAAGEP,Light-Duty (Class 1-2),SUV,"Class 2A: 6,001 - 8,500 lbs",,
WA1LCAGE,P,Audi e-tron,Audi,e-tron,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA1LCAGEP,Light-Duty (Class 1-2),SUV,"Class 2A: 6,001 - 8,500 lbs",,
WAUCJBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUCJBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUBJBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUBJBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUAJBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUAJBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUEJBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUEJBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUFJBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUFJBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUDJBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUDJBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUBHBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUBHBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUAHBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUAHBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUFHBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUFHBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUCHBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUCHBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUEHBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUEHBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUDHBFW,N,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WAUDHBFWN,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUFHBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUFHBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUCJBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUCJBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUEHBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUEHBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUEJBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUEJBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUDHBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUDHBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUAJBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUAJBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUFJBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUFJBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUBJBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUBJBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUDJBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUDJBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUBHBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUBHBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUCHBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUCHBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WAUAHBFW,P,Audi e-tron GT,Audi,e-tron GT,Audi of America Inc.,BEV,2023,1/20/2023,1/20/2023,WAUAHBFWP,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WA12ABGE,L,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2020,9/21/2022,9/21/2022,WA12ABGEL,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12AAGE,L,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2020,9/21/2022,9/21/2022,WA12AAGEL,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13ABGE,L,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2020,9/21/2022,9/21/2022,WA13ABGEL,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13AAGE,L,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2020,9/21/2022,9/21/2022,WA13AAGEL,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12ABGE,M,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2021,9/21/2022,9/21/2022,WA12ABGEM,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12AAGE,M,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2021,9/21/2022,9/21/2022,WA12AAGEM,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11ABGE,M,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2021,9/21/2022,9/21/2022,WA11ABGEM,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13ABGE,M,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2021,9/21/2022,9/21/2022,WA13ABGEM,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11AAGE,M,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2021,9/21/2022,9/21/2022,WA11AAGEM,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13AAGE,M,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2021,9/21/2022,9/21/2022,WA13AAGEM,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12ABGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA12ABGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12AAGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA12AAGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13AAGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA13AAGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13ABGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA13ABGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13CAGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA13CAGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA1VABGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA1VABGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13CBGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA13CBGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11CAGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA11CAGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11CBGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA11CBGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11ABGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA11ABGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11AAGE,N,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2022,9/21/2022,9/21/2022,WA11AAGEN,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12ABGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA12ABGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13CAGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA13CAGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13ABGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA13ABGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11CBGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA11CBGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13CBGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA13CBGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12CBGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA12CBGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA11CAGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA11CAGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA12CAGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA12CAGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
WA13AAGE,P,Audi e-tron Sportback,Audi,e-tron Sportback,Audi of America Inc.,BEV,2023,12/9/2022,12/9/2022,WA13AAGEP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 2A: 6,001 - 8,500 lbs",,
537KS7B4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537KS7B4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS6D4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537KS6D4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS6B4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537KS6B4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS9D4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537LS9D4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS9B4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537LS9B4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS7D4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537KS7D4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS7B4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537LS7B4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS7D4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537LS7D4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS9D4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537KS9D4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS9B4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537KS9B4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS6D4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537LS6D4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS6B4,B,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2011,9/21/2022,9/21/2022,537LS6B4B,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS7D4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537LS7D4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS9D4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537LS9D4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS6D4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537KS6D4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS9D4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537KS9D4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS6B4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537KS6B4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS9B4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537KS9B4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS6B4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537LS6B4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS9B4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537LS9B4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS7B4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537LS7B4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS7D4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537KS7D4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS6D4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537LS6D4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS7B4,C,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2012,9/21/2022,9/21/2022,537KS7B4C,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS9B4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537LS9B4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS6D4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537LS6D4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS9D4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537KS9D4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS7B4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537KS7B4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS7D4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537LS7D4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS7B4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537LS7B4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS9D4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537LS9D4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537LS6B4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537LS6B4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS6B4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537KS6B4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS9B4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537KS9B4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS7D4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537KS7D4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
537KS6D4,D,Azure Transit Connect,Azure,Transit Connect,Azure,BEV,2013,9/21/2022,9/21/2022,537KS6D4D,Light-Duty (Class 1-2),Cargo Van,"Class 1: <6,000 lbs",,
WBA8E1C5,G,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2016,9/21/2022,9/21/2022,WBA8E1C5G,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA8E1C5,H,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2017,9/21/2022,9/21/2022,WBA8E1C5H,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA8E1C3,H,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2017,9/21/2022,9/21/2022,WBA8E1C3H,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA8E1C5,J,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2018,9/21/2022,9/21/2022,WBA8E1C5J,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
3MW5P9J0,M,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2021,9/21/2022,9/21/2022,3MW5P9J0M,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA5P7C0,M,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2021,9/21/2022,9/21/2022,WBA5P7C0M,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
3MW5P7J0,M,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2021,9/21/2022,9/21/2022,3MW5P7J0M,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA5P9C0,M,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2021,9/21/2022,9/21/2022,WBA5P9C0M,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
3MW5P7J0,N,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2022,9/21/2022,9/21/2022,3MW5P7J0N,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA5P9C0,N,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2022,9/21/2022,9/21/2022,WBA5P9C0N,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA5P7C0,N,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2022,9/21/2022,9/21/2022,WBA5P7C0N,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
3MW5P9J0,N,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2022,9/21/2022,9/21/2022,3MW5P9J0N,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
3MW39FF0,P,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2023,9/21/2022,9/21/2022,3MW39FF0P,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
3MW39FS0,P,BMW 3-Series Plug in,BMW,3-Series Plug in,BMW of North America Inc.,PHEV,2023,9/21/2022,9/21/2022,3MW39FS0P,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBAJB1C5,J,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2018,9/21/2022,9/21/2022,WBAJB1C5J,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBAJA9C5,J,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2018,9/21/2022,9/21/2022,WBAJA9C5J,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBAJA9C5,K,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2019,9/21/2022,9/21/2022,WBAJA9C5K,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBAJB1C5,K,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2019,9/21/2022,9/21/2022,WBAJB1C5K,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBAJB1C0,L,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2020,9/21/2022,9/21/2022,WBAJB1C0L,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBAJA9C0,L,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2020,9/21/2022,9/21/2022,WBAJA9C0L,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA13AG0,M,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2021,9/21/2022,9/21/2022,WBA13AG0M,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA33AG0,M,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2021,9/21/2022,9/21/2022,WBA33AG0M,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA13AG0,N,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2022,9/21/2022,9/21/2022,WBA13AG0N,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA33AG0,N,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2022,9/21/2022,9/21/2022,WBA33AG0N,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA33AG0,P,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2023,9/21/2022,9/21/2022,WBA33AG0P,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA13AG0,P,BMW 5-Series Plug in,BMW,5-Series Plug in,BMW of North America Inc.,PHEV,2023,9/21/2022,9/21/2022,WBA13AG0P,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA7J2C3,H,BMW 7-Series Plug in,BMW,7-Series Plug in,BMW of North America Inc.,PHEV,2017,9/21/2022,9/21/2022,WBA7J2C3H,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA7J2C5,H,BMW 7-Series Plug in,BMW,7-Series Plug in,BMW of North America Inc.,PHEV,2017,9/21/2022,9/21/2022,WBA7J2C5H,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
WBA7J2C5,J,BMW 7-Series Plug in,BMW,7-Series Plug in,BMW of North America Inc.,PHEV,2018,9/21/2022,9/21/2022,WBA7J2C5J,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
